,#10,#11,#12,#13,#17,#18,#26,#49,#50,#51,#52,#53,#54,#58,#101,#102,#201,#202,#301,#302,#401,#402,#501,#502,#601,#602,#701,#702,#801,#802,#901,#902,#1001,#1002,#1101,#1102,#1201,#1202,#1301,#1302,#1401,#1402,#1501,#1502,#1601,#1602,#1701,#1702,#1801,#1802,#1901,#1902,#2001,#2002,#2101,#2102,#2201,#2202,#2301,#2302,#2401,#2402,#2501,#2502,#2601,#2602,#2701,#2702,#2801,#2802,#2901,#2902,#3001,#3002,#3101,#3102,#3201,#3202,#3301,#3302,#3401,#3402,#3501,#3502,#3601,#3602,#3701,#3702,#3801,#3802,#3901,#3902,#4001,#4002,#4101,#4102,#4201,#4202,#4301,#4302,#4401,#4402,#4501,#4502,#4601,#4602,#4701,#4702,#4801,#4802
0,2.756141,-0.168609,-5.643652,8.227329,-3.824173,-19.472553,-24.838134,-6.855049,-6.278324,-0.772542,1.551997,5.294392,-9.032531,-4.150744,-3.149492,-2.876316,-1.153738,-20.638441,4.288227,1.225514,5.250227,1.007964,2.245548,-5.031722,-22.116565,-10.972611,-0.397187,4.394154,-17.194643,-2.07204,-72.948188,-2.159131,-20.725412,-4.859648,-13.75648,-0.789365,-21.069629,-6.130476,-6.570115,-7.103654,-6.839085,1.023216,0.67947,-0.861079,15.768835,5.836332,11.627344,6.779423,-1.235524,3.905151,2.268301,1.1381,5.104188,-0.501033,1.788413,-5.078051,6.547802,0.086154,-1.813641,-1.541141,-8.693014,-8.849525,-0.198873,-14.814542,8.533973,1.542962,-11.803412,-5.62482,-6.929857,0.693474,-10.462725,-3.123939,-1.470412,3.030944,-3.549826,1.610629,0.978242,-0.064179,-10.404507,-15.806253,-7.460576,-13.697326,-10.387481,-8.807341,-0.475134,-5.005329,-3.326653,-4.985289,-4.323126,-3.933035,-11.33202,0.076557,-10.963519,-1.654246,-11.374009,-20.257241,-2.270285,7.912874,-10.149726,0.90213,-29.776037,-36.515264,-13.7515,-5.221472,-24.128237,-7.363879,-6.309057,-12.048808,-4.143982,1.678122
1,-0.317005,-3.42094,-9.555115,14.290959,-4.050723,-29.978895,-23.662081,-17.519777,-10.705905,4.866286,-8.400496,4.559595,4.61211,-8.951326,-3.073581,-5.983897,-2.529765,-37.740977,-0.674529,-1.327808,3.513568,-3.463165,3.842437,-2.366654,-22.036787,-19.604351,2.655026,8.011254,-25.49656,-4.793887,-114.03934,-8.992819,-22.566272,-5.861665,-22.753159,-2.631741,-34.14017,-13.764234,-3.34124,-14.18479,-7.059138,2.039944,0.518243,0.262414,28.502748,9.276274,15.251658,15.932855,-1.96214,11.351442,1.741891,4.955736,0.594676,-2.703534,-13.564003,-17.685507,15.296834,1.591504,3.436885,3.783855,-23.178313,-20.396344,-0.798147,-13.220964,15.062886,8.763289,-24.888166,-12.258635,-22.002193,-8.607732,-27.697196,-11.156319,-7.503734,4.340448,-10.091916,-0.719736,-15.505934,8.175053,-16.157253,-24.405522,-11.223694,-23.462174,-19.541845,-17.09904,0.565593,-12.980155,-5.365755,-7.959368,-8.120074,-4.325987,-14.594132,4.786891,-6.250255,6.763984,-16.820265,-29.521644,-5.105906,9.579756,-14.543564,2.975861,-40.934586,-53.702538,-13.355872,-4.186539,-34.177189,-16.114864,-21.598444,-33.359838,-4.284986,9.255724
2,-6.163713,-3.930992,-1.048421,13.65536,-0.832683,-19.752798,-3.390741,-20.792328,-8.68389,10.381516,-12.577496,0.541773,15.056089,-9.578221,-3.187018,-8.197569,-1.857856,-29.653684,-13.190802,-6.263884,-5.6482,-7.626388,9.360199,2.970481,-7.167012,-24.574739,4.268967,6.65652,-19.395278,-5.251601,-74.898917,-11.709522,-14.721064,-5.671309,-13.747201,-6.485203,-35.319284,-16.820717,-4.150117,-21.008923,-4.723421,1.128331,0.794858,0.658918,30.919956,11.716911,10.764838,15.240178,-1.271846,13.70007,-5.831077,7.545518,-7.570866,-8.802734,-29.72586,-31.759198,23.497297,2.03631,11.616392,13.897922,-17.934547,-3.972413,-3.791327,2.70114,16.931127,13.403571,-15.704549,-12.367809,-26.630893,-17.107388,-28.30478,-13.362064,-12.943961,2.033887,-18.450236,-3.944704,-20.887044,20.651232,-13.693706,-26.267401,-6.013427,-16.236075,-8.009931,-14.972788,11.729592,1.344914,-5.103486,-7.337699,-7.171075,-0.316212,2.719789,13.21204,17.187927,19.00433,-7.928655,-25.62602,0.686273,8.410477,-12.027266,0.312443,-22.990323,-29.026484,-2.756922,-9.093708,-29.778807,-26.13389,-18.41047,-34.366909,5.381832,19.304373
3,-6.883717,0.643627,13.679724,4.934735,4.294097,4.188126,15.188075,-12.224507,-2.808303,9.863299,-8.351131,-2.209873,7.889651,-15.44709,-4.052101,-7.774715,0.62044,2.919085,-21.762636,-9.549664,-14.149626,-8.071729,14.628573,7.315358,10.789543,-19.501243,3.821566,0.126029,-2.773101,-2.355523,15.452129,-7.960866,-4.951154,-4.370869,2.533253,-8.546059,-22.761061,-12.459235,-7.840932,-23.038167,-2.589806,-1.457994,1.533196,-0.476127,18.50501,8.967213,1.554374,4.272729,-0.946382,10.075072,-12.732161,7.683525,-11.009946,-12.589681,-33.232966,-34.472041,21.615255,0.513011,14.649068,19.749492,7.762125,32.750362,-11.912848,21.247318,9.788443,11.072223,7.79398,-5.865337,-12.027207,-15.922263,-4.844571,-3.73248,-11.63011,-2.457626,-24.94107,-6.943778,-3.710535,27.011757,-4.059033,-18.199997,5.417628,3.857904,12.52013,-1.698654,24.925706,31.34903,-2.389664,-1.929256,0.724312,6.196013,29.638147,19.652724,43.652202,23.16698,8.725622,-5.131408,9.661222,2.838737,-2.507333,-5.819639,11.710025,20.886673,10.959552,-18.21615,-12.315576,-29.314077,11.028109,-5.17611,17.525165,23.586939
4,0.906078,7.670762,18.244732,-4.515678,9.213044,19.805267,12.325141,3.374121,1.074674,2.202768,-1.446256,2.64832,-11.283919,-24.362127,-3.968356,-4.023581,1.867334,33.388078,-16.570715,-5.987399,-11.274607,-4.448694,10.752554,6.337907,15.256401,-4.246937,0.159528,-7.356741,11.191927,2.212234,73.302986,-1.218686,-2.326836,-1.853744,8.780862,-4.727707,-3.69166,-2.921538,-8.702674,-15.849659,-2.763701,-3.196186,2.389601,-1.92873,-1.994048,0.31848,-6.454973,-7.34515,-4.27684,2.132195,-11.711357,3.770171,-8.278962,-10.430583,-21.131163,-20.319602,8.944765,0.870212,7.171589,13.819642,35.381537,58.488663,-19.274977,27.660002,-5.388255,3.52053,23.026047,2.042523,14.201318,-2.968065,26.770141,13.075626,0.828051,-5.254495,-22.20387,-7.118098,27.528021,20.161119,5.87109,-1.935613,13.737226,20.416404,19.769085,14.713942,26.152104,50.752703,0.977315,5.433933,11.823123,10.927241,43.342063,17.140233,49.947443,14.984224,14.22404,19.346467,9.353495,-7.907665,8.527586,-12.863085,30.634358,51.899749,13.942764,-26.007696,3.914154,-22.351043,47.72314,33.09564,19.831104,16.342475
5,10.470826,11.186057,3.429722,-6.294234,12.418887,12.202384,-9.407519,16.532932,0.612565,-7.811442,1.220637,16.174549,-21.793505,-20.921836,-0.542124,2.152534,-0.756344,35.096475,-0.497465,4.998004,5.691827,0.837648,-6.193077,-0.482218,0.136043,12.731622,-7.650102,-11.335691,13.081758,5.473121,48.892831,3.68643,-7.958563,1.098168,2.091225,4.293818,13.09361,6.3977,-3.626513,0.044889,-4.301769,-1.90185,3.148639,-1.597401,-17.441485,-8.998668,-10.809937,-10.614296,-12.382085,-9.44575,-6.344725,-5.983539,-8.219537,-6.71502,-3.536098,1.812327,-4.118276,7.372922,-6.752243,-2.378054,43.837155,48.564396,-16.443979,18.648704,-23.393887,-3.294764,17.092766,5.306073,33.899977,13.631584,40.473011,23.960686,21.205101,-3.644982,-4.73282,-1.599145,49.454962,4.411423,9.222653,15.05851,12.698313,20.957715,6.996862,25.400106,11.98833,40.106203,3.056211,9.779207,19.284117,11.154641,32.777538,5.427528,27.556548,2.134716,-1.549014,28.640587,-5.63387,-20.573585,11.916914,-20.857094,14.436962,38.953382,-1.560571,-27.998033,3.77768,-11.084623,59.571745,46.020425,8.48096,1.318998
6,10.477885,7.097347,-21.998434,-1.787478,12.54532,-11.237091,-26.463017,20.840437,-0.439701,-13.98253,-0.831166,29.693204,-12.543469,3.65558,6.296503,8.486561,-6.463048,7.714866,13.607021,17.131295,27.261762,5.249496,-28.329104,-8.334663,-23.688387,20.728133,-17.634728,-11.581999,5.708534,5.777783,-20.84042,5.511048,-14.282311,2.533954,-3.553285,12.409308,24.178777,11.347538,3.702103,17.140113,-4.203746,1.603774,3.646384,0.982494,-19.754292,-12.09826,-13.878558,-7.196914,-21.492288,-24.049189,-8.554259,-20.841971,-19.40488,-8.735477,7.354408,15.824369,-6.151634,17.967183,-15.85282,-18.727085,29.905004,10.582215,-2.385363,4.329522,-40.409428,-5.732249,-0.073094,2.502359,35.227426,22.135005,25.471265,18.902148,38.592331,1.399232,23.020054,9.080507,45.761959,-7.556596,4.828926,23.33418,5.026755,8.003012,-9.734167,27.291214,-4.283194,8.059721,3.310463,8.503102,18.917702,7.982279,10.479874,-6.485117,-7.211431,-4.939497,-26.46755,16.386763,-26.232165,-28.348911,1.387256,-31.261716,-21.958244,2.628851,-27.902017,-23.822778,-12.929146,-4.719736,33.732278,21.991577,-5.696361,-8.639201
7,-3.122626,-2.599337,-39.544613,-1.762906,8.538289,-28.464376,-16.659553,16.496382,3.708119,-13.514537,-2.159498,30.502923,4.964557,35.67406,13.295697,12.219431,-11.513187,-24.694041,16.225817,21.928428,38.550105,7.680486,-40.743097,-11.047091,-37.225644,15.98279,-24.413084,-11.632353,-0.727882,3.902345,-56.171766,6.051845,-13.490076,1.241462,4.127421,13.410131,30.477996,11.488084,6.590681,25.377395,-0.629746,4.013087,3.418566,3.684408,-12.092201,-7.12977,-18.533683,-6.725859,-25.196483,-37.394676,-24.567909,-35.295971,-37.865329,-16.840472,8.674644,12.868463,4.152297,24.208698,-11.654178,-24.169986,10.883553,-22.32964,12.252211,-3.628942,-56.471403,-6.241215,-8.198942,-1.752069,22.421581,17.782388,-3.436433,0.312346,41.930948,6.161016,45.46965,18.871162,23.093862,-6.734694,-2.219915,18.606052,-2.096695,-5.776957,-11.554827,22.690354,-5.803667,-16.872515,2.404014,3.846034,12.267215,4.773894,-0.786049,-7.893204,-26.696236,-3.649242,-37.935825,-3.748277,-37.331637,-26.495066,-19.272974,-41.533551,-45.281679,-15.189237,-47.101638,-15.72629,-29.34085,-5.841681,-7.296576,-13.407474,-6.804984,-1.549547
8,-21.248256,-10.506596,-38.650806,-12.720806,1.711813,-23.728441,19.716158,8.363727,14.772564,-7.57784,1.570654,14.709853,12.632,50.399772,16.166533,11.421157,-12.176229,-39.410481,9.65457,16.040826,30.980092,7.753338,-34.263505,-6.905267,-29.420473,4.249271,-23.191847,-13.737436,-0.242768,1.733437,-22.917122,5.915916,-5.239087,-1.146692,19.745611,6.952379,31.301398,8.776564,2.370623,20.137173,5.218755,2.902961,1.962923,3.845632,-3.553011,1.172862,-23.469191,-14.339913,-20.115368,-41.92111,-45.134589,-41.141777,-48.592635,-22.458873,6.1027,-1.577514,17.449123,19.251504,3.349828,-14.849714,6.084348,-24.157275,16.319758,-3.180512,-70.547192,-9.945371,0.434947,-1.298825,8.598245,6.758029,-21.793241,-19.162556,28.67991,7.356466,46.539779,19.872381,2.653201,3.32812,-5.23865,6.358044,-5.468145,-10.827524,1.457784,15.062653,9.38693,-15.549967,1.068987,0.412737,4.649794,3.67211,8.057746,2.700392,-17.120818,0.816938,-26.94329,-12.714295,-32.332632,-17.185469,-36.038933,-43.053108,-38.650768,2.019573,-46.213653,-4.95223,-26.986947,-7.323781,-27.068849,-23.45755,9.43276,21.342894
9,-28.627771,-9.413323,-24.035561,-25.736778,-3.262451,-0.032105,59.168513,2.109154,28.089127,1.331741,8.743826,-6.41124,9.842633,39.137087,12.836982,6.27362,-6.816695,-33.899259,2.848651,3.914347,8.644865,4.967656,-13.458949,-0.0902,-5.655862,-5.442878,-14.377924,-15.131046,3.995451,0.277408,36.893889,3.253812,4.931042,-1.122447,26.539131,-1.32229,23.033441,4.913637,-5.13364,6.125595,10.389023,-0.757709,-0.446011,1.260171,0.799872,6.478853,-23.489474,-23.359648,-8.821688,-33.212121,-52.205099,-33.330198,-40.171912,-17.156154,4.016826,-14.203324,22.700821,4.956112,17.556519,3.294481,16.240229,-0.584073,10.490473,-0.587503,-74.577216,-17.672522,13.823695,4.914899,1.082183,-0.463505,-19.561037,-27.485976,6.239845,4.614974,24.0553,9.843142,-3.815748,10.055033,-1.51154,-1.856152,-7.2416,-7.451858,13.170917,6.894031,25.404274,3.404077,-0.271538,0.260559,0.647709,3.772217,23.726398,15.101868,8.703935,3.473709,-5.773251,-6.248618,-17.365784,-7.236654,-34.768165,-27.578923,-15.144815,30.341458,-27.690872,9.104117,-3.554294,0.2038,-13.441131,0.403159,29.417063,42.694588
