,#10,#11,#12,#13,#17,#18,#26,#49,#50,#51,#52,#53,#54,#58,#101,#102,#201,#202,#301,#302,#401,#402,#501,#502,#601,#602,#701,#702,#801,#802,#901,#902,#1001,#1002,#1101,#1102,#1201,#1202,#1301,#1302,#1401,#1402,#1501,#1502,#1601,#1602,#1701,#1702,#1801,#1802,#1901,#1902,#2001,#2002,#2101,#2102,#2201,#2202,#2301,#2302,#2401,#2402,#2501,#2502,#2601,#2602,#2701,#2702,#2801,#2802,#2901,#2902,#3001,#3002,#3101,#3102,#3201,#3202,#3301,#3302,#3401,#3402,#3501,#3502,#3601,#3602,#3701,#3702,#3801,#3802,#3901,#3902,#4001,#4002,#4101,#4102,#4201,#4202,#4301,#4302,#4401,#4402,#4501,#4502,#4601,#4602,#4701,#4702,#4801,#4802
0,1.568579,-5.523253,-13.090862,-8.715681,0.034603,4.712116,-7.387665,0.966286,-2.329239,-0.176607,-10.931611,7.468879,23.31942,15.065369,8.885612,2.1521,-6.358622,1.243095,-0.557907,-6.576522,-3.267325,-0.784787,-11.865346,-4.150699,-5.578755,-11.215385,2.233298,-6.501094,5.279815,-0.080798,13.772768,11.548745,-6.055816,-2.796899,14.36782,5.281333,0.88336,-0.130917,-2.172936,-6.840849,-9.845722,4.806326,-0.767271,1.02646,-0.920991,-7.689533,-2.941683,-2.967554,-6.252662,-7.195004,2.804463,-6.558587,-9.302426,-6.025403,-5.33085,-2.20681,-1.784495,-3.563431,4.241124,4.773426,18.098066,4.129175,10.4491,1.882067,-9.687231,-2.797025,17.313175,10.14579,5.010033,-1.27846,9.368931,3.909761,12.339207,2.825053,15.14378,3.55784,22.633314,16.492548,15.977183,0.148799,-16.340726,-4.766149,-3.584588,3.908933,7.047818,-4.527163,-3.668914,-6.256618,-1.560597,1.378661,-2.146211,2.843151,7.388485,4.251001,-7.847986,-5.577779,-7.372653,-8.684559,-4.011452,-18.024975,-2.467391,11.319478,-10.671346,-10.045382,-9.442805,-2.592784,20.234377,10.044772,0.942814,-7.215805
1,-4.045643,-2.408561,-12.729521,-17.467359,0.008622,5.29633,-1.113346,6.420829,4.241096,3.310746,-11.667778,10.247886,28.778683,15.838893,7.894959,3.186842,-6.93627,0.398896,-10.983127,-10.138812,-2.996166,-0.504032,-24.532793,-7.153123,-3.641036,-14.783167,-1.801704,-9.503045,2.468925,-1.573228,-0.292965,15.865077,-15.233975,-0.484658,16.805072,6.742875,0.177214,7.81306,-8.833303,-13.134638,-5.971135,0.645229,-5.275092,1.518877,-1.739528,-9.057097,-10.147876,-14.064619,-2.400497,-9.119566,1.00966,-16.701762,-19.409313,-11.405361,-6.12005,-2.531211,4.068701,0.814574,17.547659,4.564391,23.503023,8.772535,18.522695,-1.879302,-14.987463,-11.280098,14.740096,7.771388,2.497672,-4.365702,21.165276,4.456463,6.66453,-0.703444,6.192619,3.901478,30.516015,18.808683,8.463728,-6.726711,-9.486553,-6.351503,18.555666,1.002508,14.345435,7.778925,-4.844153,-13.469375,1.472894,-6.078555,3.34938,2.605857,14.699148,11.232055,-1.827555,-16.003328,-3.951211,-7.095302,-7.217643,-17.995475,-0.031879,8.350063,-5.944564,-18.231025,-19.185193,-7.141104,27.713231,13.285577,3.628249,-5.973344
2,-12.16123,0.62148,-9.708126,-22.228599,-4.069649,-5.215279,4.367732,-0.733031,4.072757,0.167383,-9.637273,2.260959,6.991298,1.912561,5.674485,3.522116,-9.677924,0.237984,-15.665329,-6.419501,2.827501,1.855418,-23.642229,-8.17575,-1.642956,-11.71164,-6.498679,-9.783931,-6.824515,-4.201735,-20.868124,9.163051,-16.556565,-1.28498,6.734778,4.903795,-1.245041,13.919734,-12.894705,-14.513231,-6.935112,-4.6281,-5.131864,1.182874,-1.286773,-6.520901,-13.627333,-20.044157,1.97363,-5.587989,0.823491,-16.097546,-19.322564,-9.302161,2.939891,4.938587,8.029519,7.535796,24.800185,6.019159,11.444926,7.580458,24.900438,-0.354032,-23.099737,-17.821471,13.150547,8.660149,2.292574,-5.54913,10.527975,-0.917038,-1.37045,-5.625773,2.315686,4.464569,24.873748,10.067743,-3.218515,-8.373859,4.837879,-6.268127,28.774075,-4.361703,11.649312,12.693087,-2.509317,-19.839795,2.896483,-9.291901,8.005269,3.081139,10.96789,11.327417,2.065209,-17.238029,2.144849,-3.600641,-7.621389,-6.057004,-2.795812,0.693673,2.708097,-14.881556,-20.597134,-6.684767,13.772974,7.846919,2.533939,-5.808793
3,-13.706713,-1.400138,-6.40913,-18.636384,-9.567573,-19.618597,9.278217,-17.776748,-5.273702,-4.98979,-8.045219,-12.129513,-28.21606,-6.959325,3.460604,2.722812,-11.331542,-1.944262,-10.922685,0.382017,8.00693,4.244117,-7.720532,-5.093969,-0.977172,-3.382071,-8.869946,-6.541054,-16.058187,-5.545803,-34.002242,-2.846966,-7.312943,-5.594531,-9.427173,2.747252,0.423818,12.378916,-11.748292,-10.248922,-15.255703,-6.340589,-0.140665,0.032959,2.113808,-0.023231,-8.270067,-14.05111,3.904659,0.022365,1.009372,-3.203305,-9.295962,-2.559422,13.025474,14.853131,6.40203,9.940141,21.850136,7.480226,-8.921647,3.676764,22.690671,6.025393,-31.479047,-18.901432,12.970772,17.430873,4.825241,-2.934883,-15.736976,-4.545247,-7.875642,-6.22034,7.943845,7.550667,9.217955,-2.130689,-8.679132,-2.440584,9.346556,-4.583083,9.445129,-7.641318,0.266294,4.674386,0.44178,-20.644691,-0.098555,-3.531774,13.565334,8.716698,-1.369958,4.654043,-0.016728,-5.629499,7.120807,-0.463971,-1.998056,12.452978,-13.693706,-7.407353,10.308232,-4.665107,-15.424784,-2.051753,-10.130821,-1.926003,-1.786934,-6.227261
4,-4.294376,-5.970426,-3.15888,-7.213837,-9.263605,-23.810109,16.027027,-27.296272,-14.118403,-3.84097,-6.756336,-20.858007,-48.726097,5.245898,0.967351,2.099392,-7.826428,-6.562912,-0.991693,3.505528,5.836524,4.930292,9.236873,0.59387,-0.63476,5.036106,-7.611808,-1.206866,-17.90948,-4.30245,-27.92133,-10.395773,6.068219,-8.563572,-20.538711,2.416113,5.203874,5.248963,-8.121221,-1.4389,-21.81413,-2.080389,4.346847,-0.800533,7.256228,7.199703,3.618438,0.351627,3.081055,1.188201,-2.219486,10.560321,1.353816,1.596208,11.558004,18.72813,0.542144,4.997757,11.234874,6.009482,-22.668647,0.476739,7.988553,10.424984,-32.868061,-15.273159,8.061581,25.997472,5.383549,1.949554,-31.221978,0.359425,-11.033675,-0.281514,13.097825,11.135282,-10.055368,-9.305151,-5.087425,5.493623,-4.997668,-1.989713,-26.414915,-5.089154,-11.260786,-9.649842,1.805136,-13.864638,-5.631259,5.34645,20.572129,17.132653,-11.113235,-2.92969,-7.412158,11.855665,8.895573,3.189312,7.813065,24.974381,-23.683767,-13.455647,12.539888,1.651084,-7.820314,1.719451,-24.543826,-11.761783,-6.675836,-4.681748
5,8.934609,-4.171491,0.346167,4.944711,0.851845,-11.525532,23.976989,-16.553199,-11.384019,4.378628,-3.636822,-15.207903,-38.274089,28.682254,-2.647568,3.607672,-1.200954,-9.641734,6.415652,1.940145,-3.013976,4.704787,13.790271,4.77673,1.847366,9.163199,-3.512633,3.422791,-11.28106,-1.470515,-4.048443,-9.662875,12.940488,-5.76396,-20.700143,2.731068,8.196425,0.035114,-5.777205,10.333978,-14.97147,5.326622,3.908256,0.066705,11.483413,11.296363,12.570634,10.967655,0.52482,-4.927512,-10.43449,13.096685,3.778664,0.780434,-2.13264,13.987888,-3.611992,-1.656629,-0.152411,1.619305,-21.076692,-2.460716,-13.047512,7.782297,-22.14063,-9.820923,-5.769398,20.496534,-0.726006,5.296585,-18.480509,10.406174,-11.979678,7.884898,4.345489,9.28739,-27.381329,-9.874273,0.525243,8.155956,-25.510422,1.568439,-45.65273,2.29494,-14.376439,-16.860387,3.133387,-2.863071,-7.972919,7.380611,26.434638,20.583296,-9.496581,-5.13236,-15.018599,23.626511,6.535309,8.067919,12.821438,20.118558,-20.167088,-17.722411,5.977742,-4.473415,-1.360338,-4.428042,-19.9984,-18.682621,-9.54491,-1.772768
6,13.688026,8.405704,2.870065,9.233252,15.021817,7.925216,26.915544,5.940339,1.275944,10.461315,0.038378,1.204784,-7.075752,36.82452,-7.136299,7.055482,1.121428,-7.228632,7.333752,1.544209,-10.918019,5.322567,8.560585,4.914423,6.748507,9.152197,1.443901,5.656782,-1.664828,1.224874,21.248734,-5.290922,7.672804,0.994864,-12.757067,1.680457,5.015066,0.705899,-4.657973,22.562106,4.669829,9.80176,0.456854,2.627322,13.317131,11.3934,10.220182,8.627238,-2.951497,-13.462325,-19.958138,4.721242,-1.957957,0.130804,-14.338096,6.091195,-1.282561,-1.127829,-6.263033,-1.974784,-5.703973,-6.50484,-26.078357,1.495611,-2.817027,-3.375433,-22.759015,-1.602445,-11.546037,5.111405,10.562911,15.060886,-13.034459,11.426277,-17.903416,-1.046916,-36.276993,-7.980728,-0.043838,4.873174,-29.087524,6.785421,-29.28859,9.494312,-6.634695,-8.66259,6.547477,6.555546,-3.415194,0.832151,27.793012,15.226393,0.796518,-0.99264,-16.622304,24.023493,-1.240212,10.583674,4.390586,-2.219289,-2.683468,-20.129112,-9.736261,-21.64071,0.829814,-26.459076,-1.893109,-17.932711,-8.497401,-1.870504
7,6.100877,23.65482,2.769642,3.893499,21.394424,18.438605,18.161498,18.433336,9.746213,6.01817,-0.756262,14.719037,18.659115,18.341661,-11.272319,9.214399,-4.499503,-1.15166,4.032892,7.460135,-11.762584,6.540798,7.502534,2.753722,10.409308,9.133459,5.269851,6.625142,4.467232,3.186049,28.528735,-3.403311,-5.089987,5.446405,-3.917784,0.064354,-2.834598,3.378069,-1.645308,31.514711,21.380563,7.491955,-0.467497,5.003163,13.101371,10.618544,-1.621979,-2.832588,-5.855986,-15.514642,-24.182391,-3.003479,-7.987206,5.015029,-12.446177,1.5742,5.64766,7.914586,-6.19344,-1.619189,14.634172,-9.658913,-21.051181,-0.032459,15.223051,5.505878,-31.047923,-24.744735,-19.231027,3.30258,27.245237,9.087365,-14.980487,7.652968,-37.000913,-14.799499,-30.62736,-7.559553,-7.197066,2.114227,-8.477581,12.990388,6.789362,12.096181,7.030999,10.056456,9.565987,11.790631,4.793806,-5.255399,23.502209,6.773652,8.223337,3.904644,-9.940056,17.9596,-13.993394,5.882905,-14.381557,-27.44716,14.346496,-17.882228,-27.297891,-36.8331,-3.010523,-56.051823,18.062781,-4.449057,-2.573144,-7.427332
8,-4.393429,27.357486,1.0691,-3.406241,13.693005,13.407087,-1.080958,10.822342,3.349735,-5.363781,-7.498814,13.626891,20.448473,-7.763903,-14.163497,7.011188,-11.763429,1.977604,1.29461,17.369639,-7.189912,6.383338,16.203411,2.254275,8.639231,12.66315,6.853502,8.805426,4.708387,4.578442,11.821108,-4.530841,-14.116857,4.367257,0.332849,0.634736,-9.086388,2.106745,4.562217,34.139001,18.767046,0.20067,2.772157,5.111413,11.397802,13.042906,-11.253271,-9.768903,-5.236062,-6.77476,-19.185395,-0.834187,-7.209803,13.313284,0.005228,0.802724,9.824847,16.274657,-4.594801,1.15627,28.161558,-8.320235,-3.261568,6.708034,25.029254,15.918866,-25.592973,-29.402097,-18.202948,3.051377,18.045131,-0.760776,-15.573574,0.287901,-36.51729,-22.359648,-12.706314,-9.544315,-14.174094,5.588393,16.680523,16.656376,27.45712,9.735609,17.274529,24.386555,6.133313,14.931048,8.375889,-2.15937,14.154427,4.409604,3.748229,2.230753,0.462551,14.739849,-26.1681,-4.364717,-27.806555,-35.675078,16.893799,-8.446857,-33.009162,-33.72024,-9.956306,-69.939079,30.377937,19.475605,6.344083,-14.537486
9,-5.510355,14.56344,1.323602,-3.166958,-1.64551,1.850199,-19.947367,-3.423561,-11.840642,-11.210308,-12.849197,-1.143395,1.723385,-14.506878,-15.316157,1.819175,-10.614993,-1.505082,1.639858,24.075635,-3.198183,4.630623,22.354165,4.84077,2.150289,18.138858,6.206897,12.237752,1.157912,4.817298,-15.583019,-4.901901,-11.362879,1.144673,-0.876637,3.498816,-8.771518,-2.828602,11.069537,30.276888,-2.840985,-6.834933,5.375217,2.889031,7.737722,18.750624,-8.521648,-3.118239,0.416823,7.069744,-7.397111,8.155751,-0.1777,17.325326,7.765808,-0.995943,6.067226,14.257277,-7.462842,1.652891,25.35344,-2.731802,10.694042,15.961426,28.015818,21.658323,-14.716115,-12.80156,-10.635832,4.793693,-1.203569,-3.311634,-10.814646,-4.748064,-16.985915,-18.88249,3.369783,-13.003676,-14.987438,13.256283,19.469801,13.175554,13.174941,5.07717,15.992624,22.126025,-5.739324,18.108843,1.848703,7.286745,-0.034373,9.382072,-10.43344,-7.725478,6.289571,17.171629,-29.199478,-10.813136,-22.365104,-19.221651,6.331253,4.900042,-18.95409,-7.75018,-12.174807,-48.825061,29.5714,41.146351,12.250304,-16.263719
